BALANCE,PURCHASES,CREDIT_LIMIT,PAYMENTS,Cluster
1264.152747,2358.28,2500.0,1175.753031,0
160.15008,1639.97,7000.0,1579.491353,3
12856.15251,775.42,14000.0,2885.335197,1
3034.686119,0.0,3000.0,91.692752,0
2537.257188,0.0,2750.0,933.01991,0
2376.483239,858.5,7000.0,748.290167,3
3625.207579,0.0,6000.0,1009.287105,3
3904.008546,600.0,4700.0,1154.910275,3
59.263479,300.68,5000.0,3142.651675,3
1114.56327,0.0,6000.0,3842.787673,3
1128.717636,55.69,1200.0,266.286419,0
451.905949,4468.71,4000.0,4009.961094,3
6074.986862,1000.0,14000.0,1365.324882,1
3490.186741,816.0,11500.0,947.039165,1
1368.99507,521.31,3000.0,616.095965,0
60.52124,469.0,1000.0,541.359082,0
1961.322415,476.16,2000.0,791.091826,0
4153.477506,561.25,8000.0,1854.156679,3
22.523964,346.3,1800.0,340.376582,0
7593.590618,0.0,8000.0,1534.809766,1
46.054436,812.97,6000.0,1314.537349,3
8771.507851,1082.98,18500.0,1964.195588,1
3008.66367,1137.62,6200.0,536.091856,3
215.213174,2326.52,3500.0,2374.80576,0
96.155647,1070.73,10000.0,1229.025203,3
1101.656754,1398.21,7000.0,257.24454,3
4779.786334,1470.24,7000.0,4760.677367,3
765.880394,0.0,8500.0,2953.858729,3
4705.294706,0.0,9000.0,8778.87795,1
2008.461205,0.0,2900.0,3092.937061,0
2856.16815,29.5,3000.0,508.056466,0
198.12512,0.0,1200.0,253.475631,0
27.851354,262.71,4000.0,404.572322,0
1487.657507,4115.98,5000.0,3922.394684,3
10915.55075,0.0,15000.0,18341.95467,2
107.944741,118.16,2500.0,192.781455,0
117.777688,853.3,2000.0,851.921672,0
862.481024,2267.38,4500.0,3644.186477,3
7.153512,104.95,1500.0,271.567821,0
48.242289,470.69,18000.0,746.951133,1
490.368785,932.03,5500.0,3170.370677,3
1848.248809,307.12,8500.0,3421.846931,3
1417.979193,0.0,1500.0,201.425194,0
510.504804,57.0,12500.0,15043.66508,2
339.294514,2601.6,1800.0,2582.18354,0
5151.912071,0.0,7000.0,1362.424363,3
1203.464556,440.0,3000.0,584.787421,0
6437.92423,716.76,7000.0,1364.331914,3
407.177714,4236.36,18500.0,3746.674803,1
3929.705042,935.71,6000.0,6409.769007,3
6909.058266,473.51,7500.0,1593.897063,3
1054.905969,885.44,1000.0,1057.25415,0
3664.282588,493.34,9500.0,1050.91005,3
6443.077147,2155.13,7500.0,9689.602075,1
4570.04875,888.98,6000.0,1179.34586,3
3573.583803,2513.46,9000.0,4776.370808,1
96.699394,1475.23,4000.0,1595.023315,0
4968.771623,3441.3,11500.0,1385.717858,1
1031.936983,2308.0,3000.0,245.914697,0
3.847042,182.08,1500.0,191.067061,0
166.258538,1377.31,16000.0,1770.052426,1
1589.449271,255.75,3500.0,599.044421,0
2305.313527,255.7,6500.0,620.437714,3
818.310935,1071.8,2500.0,4763.080391,0
102.751154,1063.69,7000.0,1928.089519,3
11416.64736,1347.7,15500.0,2704.076105,1
2008.004976,75.5,5000.0,485.389275,3
5880.218671,0.0,11500.0,1828.239171,1
5354.109275,0.0,7000.0,1408.437818,3
3207.605367,0.0,9000.0,750.543668,3
4319.531807,0.0,7500.0,10339.93845,1
1343.165153,291.62,1500.0,276.342352,0
705.645246,1325.21,3000.0,860.265446,0
112.01046,229.0,150.0,119.62682,0
1978.041097,0.0,5500.0,1481.136548,3
468.769607,585.68,4500.0,1368.204953,0
15.531077,0.0,2000.0,1898.347582,0
1003.058842,1627.0,1200.0,1897.171179,0
220.938626,2310.61,18000.0,2588.893066,1
5236.290986,1780.79,17000.0,1230.806488,1
505.333425,5176.62,8500.0,4971.981428,3
17.896575,265.97,1000.0,224.528678,0
5550.171932,1026.26,11000.0,1322.74282,1
236.507753,2692.65,1500.0,2375.560677,0
1132.282217,0.0,1200.0,281.613657,0
247.857188,0.0,1200.0,253.663706,0
3312.222433,3729.7,8000.0,4974.329762,3
1373.252757,0.0,1500.0,303.776791,0
71.542751,561.38,1500.0,482.868194,0
0.0,609.0,2500.0,893.429001,0
147.418569,1074.0,5500.0,0.0,3
774.645244,190.54,1200.0,2365.524893,0
727.467671,420.88,4500.0,1190.41941,0
1115.208504,30.0,1500.0,1839.908719,0
366.441008,0.0,3000.0,4634.133777,0
3891.346976,3629.8,7500.0,8259.411897,1
7442.599092,1080.0,8500.0,4365.058558,1
752.485849,0.0,1200.0,1321.798347,0
537.491488,1672.99,1600.0,1306.526458,0
1890.946618,0.0,2500.0,4847.513095,0
11.269672,248.31,9500.0,36.844388,3
50.006512,701.25,3500.0,1834.431851,0
5115.712849,4378.8,10000.0,2241.246911,1
984.724235,10243.48,7500.0,11112.38396,2
952.379745,481.75,1200.0,449.280028,0
160.681189,993.5,6500.0,980.963861,3
3461.183622,200.0,3500.0,1322.74089,0
232.638142,3161.02,7000.0,2608.402427,3
126.134681,1197.12,9000.0,936.326494,3
1958.649839,1759.46,7000.0,226.879675,3
24.099873,294.0,5000.0,303.409519,0
4424.767314,0.0,7000.0,864.1411,3
2297.708974,0.0,3000.0,893.62955,0
1667.269812,86.69,5500.0,313.750208,3
74.254958,952.16,7000.0,913.302873,3
9.526312,92.02,1600.0,100.915736,0
95.853493,796.9,1950.0,1475.770687,0
772.206384,1319.19,1200.0,2853.125011,0
533.163378,0.0,1800.0,1753.60425,0
66.65712,585.87,10000.0,570.478919,3
918.401897,0.0,3500.0,4404.853578,0
1630.676858,0.0,1950.0,558.164261,0
2384.257016,0.0,2500.0,564.37975,0
25.706551,133.86,9500.0,148.214416,3
956.303408,1451.5,1200.0,210.435488,0
40.627614,528.08,2000.0,384.322913,0
5010.879703,0.0,7000.0,1327.690018,3
1822.259235,0.0,2500.0,589.389711,0
4936.913341,407.81,5000.0,2189.546633,3
93.964086,815.34,2500.0,361.786239,0
512.946312,4391.87,16500.0,4962.461845,1
680.889818,2445.24,3400.0,2082.619124,0
2177.338711,0.0,2500.0,943.909555,0
1055.833418,351.54,3000.0,585.022975,0
153.949311,0.0,11500.0,2699.969008,1
5906.184924,141.8,10000.0,933.969974,1
1061.394006,0.0,8500.0,273.383468,3
8.187263,0.0,1350.0,0.0,0
126.018616,1218.24,5000.0,1040.640647,3
462.598215,1319.26,3500.0,98.018318,0
195.575108,2984.34,14500.0,1885.940209,1
4759.70237,614.01,7500.0,7324.826511,1
1581.742203,0.0,1800.0,463.88804,0
1026.201421,0.0,1200.0,440.519737,0
1585.806548,0.0,2000.0,566.302426,0
645.181409,0.0,1400.0,2185.891694,0
237.861439,569.02,3200.0,589.35887,0
297.004363,2729.0,16500.0,1275.398838,1
2895.765754,2753.35,9000.0,861.251403,3
14.58126,87.3,8000.0,669.767901,3
310.795046,0.0,7500.0,2811.544882,3
3470.333673,1184.98,7000.0,4291.341088,3
989.022229,0.0,1200.0,1071.879544,0
2048.834742,3342.9,2500.0,1685.441335,0
3037.476732,1225.79,5100.0,7799.250959,3
1072.257388,0.0,1200.0,286.46296,0
5097.916969,139.67,6000.0,3313.162847,3
975.820862,66.72,1000.0,254.277454,0
5827.830678,577.98,6000.0,1771.36501,3
7543.580736,0.0,8500.0,1738.415018,1
87.802127,803.95,1000.0,1134.379946,0
3268.304631,340.57,6000.0,1282.359,3
45.295495,451.01,7500.0,481.372024,3
234.183227,617.3,2500.0,1436.234437,0
36.868847,360.0,3000.0,286.431721,0
334.1265,0.0,1400.0,1811.558237,0
193.12654,1955.98,2500.0,1891.721179,0
443.202789,350.31,4500.0,398.335288,0
23.39023,291.7,2500.0,453.889925,0
1872.934017,382.5,1950.0,463.938794,0
2490.787594,176.65,2500.0,857.979134,0
3212.093869,2203.68,6000.0,2007.453777,3
339.406259,14.28,10500.0,1263.292815,3
11077.99148,3419.92,12000.0,10934.50273,1
899.195559,921.94,5000.0,6368.638423,3
1154.410108,0.0,3000.0,2607.110273,0
846.223191,437.6,14500.0,1092.822745,1
597.44365,0.0,1500.0,1572.905114,0
4413.803457,0.0,5000.0,1305.912583,3
3586.05105,141.0,4350.0,3843.798591,3
1965.755378,889.66,2500.0,2612.998677,0
19.897641,375.23,6000.0,390.112154,3
2740.10065,169.19,3200.0,1108.374243,0
393.700868,0.0,1000.0,319.088414,0
459.134859,223.34,500.0,498.401939,0
4805.164203,0.0,8500.0,1260.875219,3
6668.982024,0.0,7500.0,1752.332514,3
1238.049848,45.65,1500.0,2643.105215,0
7801.511533,231.4,13500.0,1593.617739,1
1114.506863,602.07,1800.0,676.487532,0
1212.426549,265.22,3000.0,332.755679,0
210.870503,664.05,7500.0,728.19268,3
6493.033342,447.5,8000.0,1907.59974,1
3106.036183,2128.56,7200.0,5564.776852,3
909.560162,912.1,1200.0,1476.333722,0
3633.533005,383.2,11000.0,1061.683135,1
86.650277,910.51,7000.0,884.056926,3
86.547135,789.45,2500.0,1370.171713,0
144.513072,758.5,3000.0,860.545375,0
1182.324933,0.0,1200.0,503.164651,0
32.821775,644.99,4000.0,579.016837,0
1.365808,60.0,4000.0,0.0,0
119.604008,1068.28,1000.0,828.169919,0
134.238558,420.0,7500.0,519.436959,3
128.48978,462.86,3000.0,381.3599,0
749.168331,164.9,2000.0,190.995312,0
1544.585361,0.0,2000.0,408.068987,0
172.131105,1666.95,2500.0,1326.099687,0
266.475852,0.0,1500.0,792.623374,0
549.915249,1556.66,11000.0,2285.324243,3
0.0,1090.69,1800.0,0.0,0
8559.236795,170.0,9000.0,1541.113331,1
6810.401782,635.76,10000.0,3161.148768,1
2917.656276,141.81,8000.0,993.289914,3
542.807485,220.62,2000.0,608.782428,0
2362.643772,2826.99,3000.0,1748.687628,0
4164.796859,784.63,9000.0,1072.433416,3
1304.460033,0.0,1500.0,395.136073,0
1601.692049,61.46,4000.0,399.369214,0
4556.537803,1450.0,9000.0,1010.845518,3
751.398349,1977.5,3500.0,1068.053378,0
1510.111755,1895.25,9000.0,1711.89518,3
3490.855736,1039.48,9000.0,1091.424125,3
6384.360491,1856.84,7500.0,2275.686606,3
1327.653853,20.9,1500.0,287.690115,0
9226.646604,671.31,12000.0,2726.318749,1
3441.516174,358.68,7500.0,1376.000823,3
1117.34082,474.96,1000.0,609.837201,0
1828.62196,0.0,2300.0,2466.964742,0
3011.469977,582.28,6500.0,2975.129814,3
99.680638,0.0,10500.0,661.87877,3
1517.559661,0.0,1950.0,473.175712,0
101.025128,0.0,6500.0,5321.022187,3
12.737355,152.73,1200.0,159.150457,0
1135.816377,520.24,1200.0,706.605439,0
24.1725,270.0,8500.0,378.193141,3
763.696095,1229.42,7000.0,2422.735455,3
8073.909084,0.0,8500.0,2414.311297,1
745.157677,485.17,3000.0,191.111587,0
32.915398,192.99,6000.0,153.983501,3
8198.627284,0.0,14000.0,2141.722429,1
623.955961,0.0,1200.0,1838.851003,0
2123.483416,2453.18,7500.0,517.974559,3
939.348677,50.0,1000.0,315.440785,0
1372.486104,3005.25,3000.0,3462.386054,0
123.05867,151.92,3500.0,447.181346,0
72.794263,227.64,2500.0,159.044676,0
2376.965338,0.0,3000.0,549.457948,0
57.257195,472.5,7227.272727,598.240579,3
7499.658084,160.0,13550.0,1962.972636,1
1564.3964,1330.0,8000.0,1078.907798,3
4644.779013,4820.68,9200.0,1076.138168,1
7418.314012,901.62,14500.0,2273.945099,1
6001.428376,0.0,9000.0,1369.894805,1
1127.139413,185.0,6100.0,2166.388477,3
41.217844,221.48,13500.0,1242.51149,1
1565.577135,0.0,3000.0,3418.679368,0
5459.785308,262.0,7000.0,1733.828367,3
166.295463,449.26,9000.0,662.951526,3
19.294559,283.8,2000.0,267.972404,0
2478.086158,531.48,7000.0,11480.8742,3
5425.936219,209.9,7000.0,7723.416753,1
5239.381493,0.0,10000.0,1345.580941,1
142.278809,164.68,2500.0,539.762925,0
4192.143919,450.0,4500.0,1271.396821,3
2711.995096,600.0,5000.0,1536.48483,3
432.793131,540.13,6500.0,737.522982,3
127.808682,2802.08,6500.0,2384.646953,3
374.276019,3589.05,6000.0,3493.186695,3
20.758677,548.01,1900.0,1049.636065,0
2061.835735,0.0,4000.0,5451.599084,3
1744.956833,0.0,1800.0,525.461839,0
2241.092286,1260.0,6000.0,4582.168916,3
2857.598022,0.0,6000.0,10794.66803,3
1530.725391,0.0,1600.0,347.028845,0
337.478135,0.0,3000.0,978.290582,0
5145.092629,1975.72,13500.0,9059.242461,1
4659.388091,1754.19,9500.0,1042.244606,1
2416.555714,2266.01,4000.0,4075.880525,3
1467.212481,107.0,6000.0,268.310194,3
1555.053764,168.0,1500.0,192.947097,0
127.062095,453.3,7000.0,593.965783,3
259.623619,377.79,1500.0,1575.021839,0
28.445432,166.2,5500.0,236.022703,3
0.01968,188.02,7500.0,129.791835,3
1258.769693,142.0,1200.0,300.672826,0
2865.386926,0.0,6500.0,1186.905688,3
276.446975,1429.39,2800.0,1296.041874,0
2878.528369,0.0,3000.0,653.306123,0
499.409588,6636.91,8000.0,4290.962037,3
2489.057383,0.0,3000.0,1209.422549,0
44.463463,154.86,2500.0,182.661133,0
201.463946,2364.85,5000.0,1883.762278,3
2508.850418,0.0,6000.0,454.176213,3
35.942931,425.67,6500.0,439.687694,3
440.186713,985.2,6000.0,1670.869438,3
783.550476,175.8,2500.0,1647.886436,0
511.569448,2938.32,7500.0,832.586508,3
5901.592192,1704.95,8000.0,1886.692272,1
210.618047,290.0,2700.0,239.005926,0
168.473316,0.0,1200.0,653.510107,0
1136.796512,869.38,7000.0,1785.242525,3
738.956988,0.0,1500.0,1979.193103,0
858.180885,3034.74,6500.0,5159.89613,3
2065.035103,1462.6,3500.0,3587.267621,3
16.052971,127.0,4500.0,190.19504,0
2263.795064,320.0,10000.0,5215.482973,1
1527.905897,0.0,6500.0,337.499565,3
5266.121863,9030.08,6000.0,7973.983573,1
6804.186841,640.03,7100.0,1891.669441,3
2836.605817,0.0,3000.0,508.048005,0
21.328087,512.35,2000.0,716.296679,0
259.15982,1971.9,1800.0,2170.921218,0
414.196362,794.53,2000.0,814.33642,0
141.781912,1401.4,1500.0,2759.94906,0
30.530541,360.1,1500.0,872.540799,0
1198.763306,0.0,1200.0,128.39674,0
6187.219303,2029.03,15000.0,8518.845677,1
45.625764,0.0,10000.0,256.794478,3
358.011796,0.0,1950.0,4702.661168,0
810.52348,985.33,5500.0,5964.049531,3
2910.425009,0.0,7500.0,3855.512387,3
6784.258276,12.64,10000.0,10813.82933,1
229.295689,2099.89,3000.0,2470.255953,0
1465.716156,555.71,1800.0,566.364739,0
2315.997841,3643.93,7500.0,1256.695062,3
4202.1695,462.0,8000.0,1010.799168,3
2085.013555,198.27,8000.0,748.549629,3
51.794504,800.11,4000.0,877.523458,0
13.363762,238.9,1000.0,197.86349,0
1141.349418,6003.86,2500.0,6848.237541,3
766.261051,1462.73,6000.0,202.561336,3
155.566852,1303.78,10000.0,1392.740366,3
1168.692032,0.0,5000.0,588.925093,3
78.027358,377.07,1500.0,1547.271973,0
6671.450524,369.52,7500.0,1303.259619,3
3057.553683,0.0,12500.0,7265.976143,1
343.003474,3429.49,10500.0,2700.228732,3
4360.245187,703.23,4500.0,1372.421202,3
2900.668727,3056.73,10000.0,5402.934943,1
3569.826878,3056.06,8500.0,2333.314296,3
3412.603461,3790.29,9500.0,3362.90923,1
1519.396916,0.0,2000.0,412.126381,0
1388.825312,974.42,1500.0,1071.874614,0
12.313357,107.41,2500.0,128.572704,0
300.140362,2366.36,4000.0,2324.527168,0
267.88449,129.0,12000.0,1974.293695,1
179.882212,828.0,1000.0,649.951462,0
49.901311,790.65,4000.0,680.166806,0
468.138723,0.0,1500.0,3198.435463,0
1197.052656,298.51,1700.0,2048.896136,0
2632.469367,0.0,3000.0,737.932369,0
24.479088,90.0,2500.0,128.865057,0
1391.33075,530.5,1600.0,573.866182,0
2748.868773,598.5,2000.0,518.300462,0
1525.273429,133.4,1500.0,568.44997,0
149.345328,1424.4,5000.0,1214.676732,3
1364.390161,786.0,5000.0,599.435586,3
2274.992396,1794.82,7000.0,722.123971,3
2611.487156,0.0,6500.0,1155.285734,3
11930.78446,37.03,14000.0,3042.925661,1
95.843629,1210.95,8000.0,1110.838265,3
2518.248504,1086.17,3000.0,708.689089,0
6380.474771,4381.33,11500.0,1297.408037,1
937.052256,2003.98,1200.0,1033.879447,0
1693.287862,90.0,1800.0,350.714526,0
111.902733,1554.86,4000.0,1411.67445,0
13.925681,462.78,2000.0,1047.090159,0
3003.711667,349.45,2750.0,195.830629,0
13.75098,214.38,1500.0,1458.242991,0
176.478557,600.0,1500.0,690.478077,0
2124.720599,1006.01,5000.0,583.205075,3
6043.926807,0.0,6500.0,1454.548208,3
801.513783,1697.02,5500.0,959.353093,3
2791.652315,0.0,3000.0,548.068694,0
1452.868602,93.34,1500.0,361.630594,0
5311.500998,2339.79,6500.0,6865.05666,3
58.142915,0.0,1200.0,79.965023,0
1738.454303,0.0,7000.0,500.128525,3
115.376754,448.15,9000.0,423.564594,3
1615.436077,2610.29,3600.0,689.414058,0
111.789941,1157.94,7000.0,1209.840603,3
11.4334,250.0,1800.0,1445.844749,0
169.019496,4769.98,4500.0,3998.399141,3
1016.583226,120.0,1000.0,358.031022,0
111.729154,824.1,6500.0,2961.848966,3
2486.194077,2869.17,5500.0,718.693733,3
2728.076143,155.32,4500.0,630.56085,3
467.220993,1110.17,4000.0,2514.118359,0
165.192464,206.32,3000.0,271.234786,0
2414.43578,689.4,8500.0,1582.886402,3
2432.276042,7156.11,9500.0,1914.832296,1
1485.081634,48.22,1700.0,338.531014,0
1723.637852,660.61,2000.0,396.20761,0
1738.802811,395.0,6000.0,566.494736,3
1912.691045,0.0,10000.0,19998.38969,2
302.142293,3612.24,10500.0,2866.24778,3
185.725079,456.05,3000.0,446.660021,0
2269.800656,0.0,3500.0,403.640958,0
750.070967,311.2,1000.0,544.179931,0
2287.854278,0.0,6000.0,3532.758968,3
7.817753,170.02,2000.0,373.02841,0
877.603886,7786.4,6500.0,7328.487542,3
11642.60156,15108.47,12000.0,16005.45204,2
2893.135916,0.0,4000.0,877.652143,0
1589.083369,0.0,2000.0,287.350882,0
2540.711001,844.38,7000.0,576.312714,3
1023.124791,1537.93,9000.0,1070.149971,3
3937.87556,0.0,12000.0,2108.79056,1
1079.008102,0.0,1200.0,1379.635287,0
2545.614986,0.0,3000.0,716.417015,0
1659.414215,324.0,4000.0,510.211233,0
4484.839808,591.3,6500.0,1476.731171,3
335.360271,3237.47,2000.0,3137.11501,0
8214.860286,5213.41,15000.0,2137.637765,1
745.72702,137.7,2000.0,2443.972329,0
302.091029,0.0,2000.0,4032.526313,0
438.550144,3647.61,7500.0,3130.109064,3
646.745968,0.0,1350.0,789.132988,0
9266.08054,100.0,17500.0,2444.123547,1
2735.480264,100.0,9000.0,1129.128267,3
160.530303,299.38,1200.0,41.244164,0
2.386716,115.0,8500.0,99.456136,3
199.753857,1569.23,7500.0,1480.652512,3
1647.990537,127.46,3500.0,414.257207,0
1362.551313,0.0,1500.0,312.512407,0
2221.252825,0.0,7000.0,397.799248,3
101.138672,1411.82,3500.0,1357.403057,0
19.411374,229.92,2000.0,254.145406,0
189.11961,429.88,10000.0,723.776734,3
67.86054,295.64,3000.0,374.782336,0
1338.317684,0.0,2000.0,2313.97005,0
5099.850196,805.45,5000.0,1922.297415,3
68.222735,537.68,3000.0,577.379225,0
4028.756012,361.07,4300.0,1279.931508,3
9.730297,99.24,1000.0,195.347822,0
224.915345,2330.0,7500.0,3795.415177,3
1378.911019,0.0,1500.0,782.706659,0
2017.948347,1137.55,2500.0,2416.247973,0
409.194212,1213.23,6000.0,5997.800728,3
3130.53708,428.16,4300.0,734.931543,3
1143.409012,0.0,1200.0,283.066151,0
4215.771256,0.0,7500.0,5197.380969,3
54.952957,470.12,10000.0,1042.208975,3
1539.46423,629.78,2000.0,559.336578,0
2589.500085,0.0,5000.0,1647.938923,3
798.070226,660.02,2050.0,1238.467693,0
6877.333016,0.0,9000.0,1370.858877,1
234.544023,2453.46,6500.0,2869.929774,3
4420.693904,0.0,4600.0,2831.140832,3
5757.919072,5544.45,7000.0,2370.147958,3
2341.625484,2153.83,7500.0,774.4989,3
1022.687467,409.92,1000.0,774.611541,0
1497.869891,806.64,1700.0,826.296904,0
115.340163,54.67,1200.0,410.867044,0
1175.749847,848.26,1200.0,2117.531771,0
512.058666,921.2,5500.0,1851.553319,3
40.645069,636.83,7500.0,670.205252,3
12323.84536,989.32,18000.0,9542.247486,1
967.177679,208.4,1000.0,431.402414,0
97.453056,334.73,2500.0,234.271939,0
346.782576,961.12,7000.0,409.11342,3
32.228288,73.45,4000.0,25.162565,0
39.642014,0.0,5000.0,0.0,0
1902.444082,0.0,2500.0,2751.373324,0
600.777518,760.38,4500.0,829.712416,0
2864.644318,135.0,7000.0,1626.504396,3
4994.957253,0.0,6400.0,1107.988488,3
5392.29598,0.0,8000.0,8237.315179,1
1841.606048,0.0,2500.0,372.508487,0
2809.125422,65.5,3000.0,534.051634,0
1305.724538,509.88,1200.0,913.23046,0
258.148852,433.2,6000.0,229.824503,3
162.722336,222.7,4250.0,367.719858,0
4007.610043,83.0,10000.0,1308.070478,1
11.759081,100.94,6000.0,567.062237,3
1384.008582,0.0,1500.0,183.35091,0
6980.228444,4400.0,10000.0,1530.593874,1
2964.124423,118.05,3000.0,359.886515,0
78.287038,1045.76,7000.0,944.999337,3
1307.937701,1280.58,1800.0,544.411381,0
27.93791,205.92,1200.0,327.268542,0
77.305919,171.06,1500.0,329.587528,0
807.091888,1272.53,6000.0,2274.388713,3
5423.576453,1672.55,8500.0,2411.575976,1
1290.524209,1518.26,1700.0,294.227995,0
34.869037,356.32,1000.0,286.841222,0
811.564879,558.08,8500.0,694.594504,3
1109.109473,113.0,2500.0,200.741855,0
969.034643,50.85,1200.0,256.061264,0
80.167956,1053.52,3000.0,970.48092,0
607.912561,205.84,6000.0,258.631069,3
0.0,199.73,9000.0,5557.460834,3
1758.703148,3955.35,7500.0,3561.755293,3
169.062888,1556.66,1000.0,1234.677121,0
268.577278,0.0,9000.0,34107.07499,2
1431.670328,1020.76,5000.0,524.610416,3
241.097264,790.6,1500.0,478.948292,0
1484.705242,2673.3,5000.0,6169.78218,3
54.80309,462.32,5000.0,422.709468,0
1687.570137,162.04,1800.0,331.015115,0
1182.045732,130.0,1200.0,279.439759,0
2304.087171,0.0,3000.0,3004.655015,0
8030.872986,0.0,8500.0,5467.375109,1
1.151323,60.3,1200.0,697.573197,0
188.701762,900.45,1200.0,1002.783773,0
2136.814161,0.0,6000.0,1164.792197,3
1747.858092,3048.4,3000.0,1390.388571,0
2637.334329,0.0,3000.0,525.003763,0
499.437461,0.0,1200.0,956.458532,0
21.32716,309.74,8500.0,444.809305,3
1534.294061,6508.72,6000.0,4954.001262,3
61.954938,477.42,6000.0,584.052195,3
1294.324002,0.0,1500.0,495.527043,0
657.831607,612.25,1500.0,2223.160653,0
2708.9687,0.0,3000.0,647.36814,0
689.764098,0.0,1800.0,2476.929255,0
6329.586806,0.0,14600.0,18091.01347,2
4446.40675,0.0,5000.0,1193.527453,3
1173.662921,0.0,1800.0,238.582391,0
21.881488,168.08,1500.0,197.731378,0
1518.638794,0.0,5500.0,6744.953537,3
1061.439175,0.0,1200.0,446.265741,0
1579.728772,0.0,1800.0,464.305701,0
6.149295,169.01,10000.0,731.852542,3
2848.735428,95.67,5500.0,679.138272,3
32.215585,0.0,7500.0,838.652563,3
5823.907919,0.0,9500.0,1214.067137,1
978.567283,1401.54,4500.0,1769.181653,3
1588.447753,825.96,4000.0,258.557194,0
1530.883538,964.67,3000.0,288.366557,0
180.230777,1653.91,11500.0,1785.782313,1
256.182628,111.39,10000.0,16842.39187,2
1794.484219,197.7,1950.0,587.264565,0
1103.988247,0.0,6500.0,333.050357,3
1783.622522,0.0,2000.0,453.767518,0
3560.734141,0.0,4000.0,886.116717,0
4751.340645,309.86,8600.0,5883.427252,1
33.663794,585.6,1000.0,578.786142,0
124.739834,1004.3,4000.0,970.981432,0
2786.494499,0.0,8000.0,837.844106,3
6538.064926,1554.42,7500.0,1213.586463,3
4360.032452,0.0,4500.0,1345.389329,3
1013.23312,0.0,1200.0,535.726687,0
7215.745096,0.0,12000.0,1946.227099,1
2320.402196,436.0,4000.0,4664.822102,3
8791.161142,0.0,12000.0,2244.627566,1
22.720976,853.75,6000.0,594.205112,3
1083.787792,110.0,1200.0,504.434613,0
3.744802,154.5,3800.0,178.897596,0
5968.583246,22381.97,14500.0,20343.28681,2
2249.367093,902.43,2500.0,789.29843,0
326.648686,1086.16,7000.0,2579.973654,3
3481.400783,188.0,8500.0,844.591086,3
2237.238086,120.0,2500.0,343.102984,0
1611.720259,955.59,5000.0,703.220116,3
3294.951011,2923.07,13000.0,6320.790788,1
1436.783799,258.86,1500.0,662.396392,0
78.44322,1367.73,6000.0,1229.147513,3
3586.66025,342.0,6000.0,5949.072074,3
1119.464067,0.0,3000.0,1951.116757,0
190.872836,3011.36,7500.0,2543.018081,3
4881.395564,849.78,11500.0,1097.471776,1
891.111576,698.99,1500.0,2152.76797,0
124.732546,301.07,5000.0,732.951933,3
1820.216623,4877.66,4500.0,1297.994539,3
212.080181,618.0,6000.0,378.383325,3
2135.406047,1600.09,2500.0,699.818277,0
523.329585,5819.46,6000.0,5279.91437,3
2655.715643,0.0,3000.0,893.586488,0
17.415068,147.7,4000.0,177.088102,0
347.577293,26.8,500.0,28.654864,0
2201.533726,0.0,3000.0,3436.911086,0
169.850339,1693.03,4000.0,1382.622524,0
1584.358415,0.0,4000.0,805.264643,0
5030.927831,99.0,6000.0,1144.381323,3
982.165343,435.72,2300.0,917.52463,0
233.376877,1178.12,6000.0,1098.390459,3
1201.149593,851.21,3600.0,978.569968,0
36.607995,224.4,2100.0,372.093413,0
2380.291402,1433.2,7000.0,1877.023036,3
198.377577,0.0,9000.0,6200.550587,3
27.585915,0.0,11000.0,14176.74867,1
1369.969909,1770.0,1800.0,1692.52541,0
100.037595,414.48,1000.0,234.619774,0
1412.593167,1278.5,10500.0,1296.772849,3
3473.463277,1182.95,6000.0,955.667752,3
411.894578,2948.1,4000.0,2520.35969,3
3380.990237,984.31,3800.0,1694.781649,3
381.959463,1013.6,3500.0,2246.428764,0
449.456201,3597.02,2000.0,3901.786339,0
1134.830372,833.98,7500.0,285.23111,3
1358.798385,0.0,1500.0,337.074078,0
177.550964,2188.88,7500.0,2372.21499,3
1310.839573,646.28,1500.0,1758.379933,0
1088.568358,436.8,1000.0,363.125659,0
341.233281,277.06,2800.0,2859.947327,0
1289.327381,892.0,3500.0,655.143647,0
597.297664,689.67,3511.111111,2327.014381,0
894.081947,1901.71,1500.0,947.130141,0
1492.035204,2429.23,7000.0,4373.664316,3
112.514659,459.51,1200.0,211.625556,0
795.401963,3408.01,5000.0,5797.060195,3
1987.474619,2254.03,3000.0,898.751834,0
6995.3025,999.77,8000.0,2863.397049,1
72.518075,525.0,1000.0,553.4725,0
541.61305,554.79,7000.0,2500.847222,3
1919.443036,0.0,5500.0,2936.557193,3
60.837925,387.42,1500.0,347.63772,0
33.954525,158.0,1200.0,178.116509,0
491.91535,4527.64,2300.0,4139.307545,0
733.988674,83.47,9000.0,195.17029,3
5606.778018,283.88,14500.0,12124.63957,1
408.310297,0.0,1500.0,1488.832955,0
580.649334,0.0,1200.0,215.025138,0
2709.099711,354.92,8500.0,997.929231,3
3821.413393,197.0,7000.0,700.151706,3
1224.95436,0.0,1400.0,350.078829,0
3846.74253,0.0,5600.0,496.245836,3
5500.316126,0.0,9000.0,10036.80464,1
364.516232,0.0,6500.0,94.932543,3
688.993252,803.57,2000.0,253.769944,0
3781.053716,764.19,7000.0,1640.238914,3
1394.445085,0.0,1600.0,389.817084,0
117.205812,215.0,1750.0,86.403222,0
